"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-0.349781989898604,0.144655041203132,-2.41804217114994,0.0156042682534948
"2","fixed",NA,"ot1",9.24592360719361,0.303895397831612,30.4246911047886,2.59020292536701e-203
"3","fixed",NA,"ot2",-0.771306985477807,0.23138117050686,-3.33349072350266,0.000857635314618043
"4","fixed",NA,"ot3",-0.939316150174671,0.119606490187974,-7.85338779441178,4.04947096125455e-15
"5","fixed",NA,"Group1",-0.317698077679854,0.144623004592289,-2.19673266072356,0.0280395448335397
"6","fixed",NA,"SNR1",0.110258094943394,0.144628987872207,0.762351286319018,0.445850371994142
"7","fixed",NA,"Condition1",0.242591074734144,0.0256353748294062,9.46313741649954,2.98839284181385e-21
"8","fixed",NA,"Group1:SNR1",-0.219367139179078,0.144645091228438,-1.51658889573121,0.129370510697987
"9","fixed",NA,"Group1:Condition1",-0.0456912697986431,0.0256493662329252,-1.7813800693442,0.074850381941569
"10","fixed",NA,"SNR1:Condition1",0.0279267028261906,0.0256442354566014,1.0890050855075,0.276151643074905
"11","fixed",NA,"ot1:Group1",-0.936441700958011,0.302466600581132,-3.09601687974413,0.00196139195620026
"12","fixed",NA,"ot1:SNR1",1.09335447084235,0.302348182081941,3.61620983897974,0.00029894806927647
"13","fixed",NA,"ot1:Condition1",0.622088338730025,0.193202224768814,3.2198818594062,0.00128243435461322
"14","fixed",NA,"ot2:Group1",-0.220258836252351,0.22983188270672,-0.958347613300525,0.337887502029876
"15","fixed",NA,"ot2:SNR1",0.081933509149838,0.229675753753053,0.356735562248041,0.721289780033999
"16","fixed",NA,"ot2:Condition1",-0.698600725130724,0.138684741822892,-5.03732938424383,4.72072025385035e-07
"17","fixed",NA,"ot3:Group1",-0.19961670247943,0.119057854551269,-1.67663614661787,0.0936136538993489
"18","fixed",NA,"ot3:SNR1",0.524324785665517,0.119055747229382,4.40402750700738,1.06259461099349e-05
"19","fixed",NA,"ot3:Condition1",0.288435365193586,0.118890026211511,2.42606864835277,0.0152633827982503
"20","fixed",NA,"Group1:SNR1:Condition1",-0.051854316175071,0.0256373899078231,-2.02260512327926,0.0431138755735732
"21","fixed",NA,"ot1:Group1:SNR1",-0.435740364300614,0.303278897333428,-1.43676453631245,0.150784910345075
"22","fixed",NA,"ot1:Group1:Condition1",-0.135261545227916,0.193239769223661,-0.6999674330565,0.48394764299038
"23","fixed",NA,"ot1:SNR1:Condition1",0.250492363175174,0.19321612560545,1.29643611468891,0.194825276547677
"24","fixed",NA,"ot2:Group1:SNR1",-0.388134875601575,0.230665329252546,-1.68267540188765,0.0924379460869921
"25","fixed",NA,"ot2:Group1:Condition1",-0.185904680965714,0.138768398126586,-1.3396759166747,0.180350730574086
"26","fixed",NA,"ot2:SNR1:Condition1",0.362655471973236,0.13872263392233,2.61424874744149,0.00894239049976472
"27","fixed",NA,"ot3:Group1:SNR1",0.0316580160476314,0.119345359033694,0.265263905559105,0.79080616796334
"28","fixed",NA,"ot3:Group1:Condition1",-0.175748111297573,0.118907239139149,-1.47802701139084,0.139400548486408
"29","fixed",NA,"ot3:SNR1:Condition1",0.206119351734649,0.118901790940266,1.73352604788098,0.083002211875637
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-0.338207172467372,0.193192223216383,-1.75062518996205,0.0800104933002663
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.176689107306735,0.138678361730199,-1.27409283685141,0.202630516746785
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.141534262319662,0.118864299326824,1.19072137825425,0.233762982504482
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.314190421268907,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.252802377732983,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.216022262269311,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.313021867971241,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",2.34289809247189,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",-0.113565121432168,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.15247977508221,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",1.63417368079006,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",0.173870437606758,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",1.3808980379707,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.27181181847296,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",0.395879309343655,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",-0.76418339600592,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",2.06085997426476,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",0.0750567615584071,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",1.619724756002,NA,NA,NA
