"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",1.11842339788294,0.143240636076594,7.80800357019424,5.81009404123979e-15
"2","fixed",NA,"ot1",3.15602425774773,0.26829625014194,11.7632067391104,6.03960093636638e-32
"3","fixed",NA,"ot2",0.260119223440047,0.133696533318315,1.94559437693673,0.0517034830031404
"4","fixed",NA,"ot3",0.0193379677528383,0.0795420984041361,0.2431161377537,0.807915430080961
"5","fixed",NA,"Group1",-0.507390924029749,0.143226497332692,-3.54257720099908,0.000396237423280287
"6","fixed",NA,"SNR1",0.404730956878741,0.143230919794722,2.82572336656638,0.00471739848851163
"7","fixed",NA,"Condition1",0.319847588042566,0.0432890732743598,7.3886448438251,1.48332782816034e-13
"8","fixed",NA,"Group1:SNR1",-0.327963235591035,0.143229578124702,-2.28977310332853,0.0220344731124545
"9","fixed",NA,"Group1:Condition1",-0.112175563635283,0.0432839059346612,-2.59162294189939,0.00955244036217523
"10","fixed",NA,"SNR1:Condition1",0.138082205711291,0.0432867695731422,3.18994018433211,0.00142302243669043
"11","fixed",NA,"ot1:Group1",-0.747065339575317,0.267729801373235,-2.79037049944938,0.00526477568259278
"12","fixed",NA,"ot1:SNR1",1.40873554464084,0.267779235902424,5.26080948693936,1.43422578127257e-07
"13","fixed",NA,"ot1:Condition1",0.410812908981067,0.17144467935335,2.39618348338693,0.0165667948870697
"14","fixed",NA,"ot2:Group1",0.131748557135169,0.132875713311693,0.991517214482375,0.321433090813763
"15","fixed",NA,"ot2:SNR1",0.00775130028589171,0.132789045636296,0.0583730401009297,0.95345148902726
"16","fixed",NA,"ot2:Condition1",0.154271153658081,0.0923532528842535,1.67044634422817,0.0948310868876553
"17","fixed",NA,"ot3:Group1",0.0987691452355011,0.0785418382765403,1.25753544101861,0.208559813946496
"18","fixed",NA,"ot3:SNR1",-0.225049941909804,0.0786583660693381,-2.86110623899078,0.00422165557988987
"19","fixed",NA,"ot3:Condition1",-0.0105893045358034,0.0782759977814578,-0.135281629566297,0.892389209033508
"20","fixed",NA,"Group1:SNR1:Condition1",-0.140484422203709,0.0432857516604652,-3.24551190206129,0.00117239663524927
"21","fixed",NA,"ot1:Group1:SNR1",-0.349404230994961,0.267906266002281,-1.30420328053091,0.192164281669464
"22","fixed",NA,"ot1:Group1:Condition1",-0.41147125166438,0.171334470254029,-2.40156724478333,0.0163250083070123
"23","fixed",NA,"ot1:SNR1:Condition1",0.497764198923783,0.171381495920096,2.90442206873873,0.00367931787712038
"24","fixed",NA,"ot2:Group1:SNR1",0.185583864260948,0.133072604010585,1.39460609222155,0.163134656944006
"25","fixed",NA,"ot2:Group1:Condition1",0.123992553954507,0.0920684483765158,1.34674316924987,0.178062963685467
"26","fixed",NA,"ot2:SNR1:Condition1",-0.100485157712383,0.0922156014733353,-1.08967632490516,0.275855748591547
"27","fixed",NA,"ot3:Group1:SNR1",-0.00708612603683114,0.0785725795836249,-0.0901857374975117,0.928139617966942
"28","fixed",NA,"ot3:Group1:Condition1",0.115358102413999,0.0780920112103274,1.47720747136736,0.139620031657513
"29","fixed",NA,"ot3:SNR1:Condition1",-0.00810104048534929,0.0780490748871533,-0.103794189707721,0.917332677506643
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-0.305081874506627,0.171361890792831,-1.78033676621518,0.0750208635527125
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.0591195226435352,0.0921561186149909,-0.641514893769824,0.521188207441858
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.013351381849275,0.0780220016380273,0.171123293032354,0.864126820818643
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.535714655574882,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.606482370743681,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.464227338151151,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.501984957439549,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",2.03221039977247,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",-0.326397827081006,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.793797846610281,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",0.957068029839125,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",0.386785603498029,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",0.783976438529813,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.22010811940186,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",-0.656045811738709,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",-0.382617037066964,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",1.82510874805799,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",0.441051237916073,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.841946012617684,NA,NA,NA
