"","term","estimate","std.error","statistic","p.value","group"
"1","(Intercept)",0.0860479414119662,0.147903589029672,0.581783998457966,0.560712183633526,"fixed"
"2","ot1",8.31440642124211,0.324778882844878,25.6002063570533,1.51749171954709e-144,"fixed"
"3","ot2",-1.29108500731083,0.278453151295344,-4.63663277396862,3.54130750224829e-06,"fixed"
"4","ot3",0.414069431795935,0.108228826965985,3.82587008843839,0.000130311001407184,"fixed"
"5","Group1",-0.371819351877167,0.147886618858219,-2.51421903312047,0.0119296317007789,"fixed"
"6","SNR1",0.206621688489842,0.147885431465596,1.3971740586084,0.162361235634241,"fixed"
"7","Condition1",0.288561077337396,0.0281972987361508,10.2336425924176,1.40146654342712e-24,"fixed"
"8","Group1:SNR1",-0.241414971705274,0.147900316533225,-1.63228164323125,0.102620168477181,"fixed"
"9","Group1:Condition1",-0.0662615933217885,0.0282035020079386,-2.34941013010148,0.0188031826354153,"fixed"
"10","SNR1:Condition1",0.053191442773471,0.0281996019537575,1.88624799955318,0.0592615430391187,"fixed"
"11","ot1:Group1",-1.11610182903017,0.323829686755483,-3.44657044946257,0.000567750514214522,"fixed"
"12","ot1:SNR1",1.18089583685848,0.323715813645551,3.64793991235624,0.000264351439710169,"fixed"
"13","ot1:Condition1",0.226867010493962,0.188845789729299,1.20133475477089,0.229621373996267,"fixed"
"14","ot2:Group1",-0.272391721016294,0.277957223085146,-0.979977127390041,0.327097409136346,"fixed"
"15","ot2:SNR1",0.862832558009883,0.277730071844062,3.10673076300625,0.00189168600075776,"fixed"
"16","ot2:Condition1",-0.148609365697484,0.12501695399752,-1.18871369798717,0.234552348468049,"fixed"
"17","ot3:Group1",-0.146761074505411,0.107868308227256,-1.3605578590907,0.173653456578276,"fixed"
"18","ot3:SNR1",0.370217465270789,0.107868216362829,3.43212743988938,0.00059886607361088,"fixed"
"19","ot3:Condition1",0.611797060642276,0.107579482950652,5.68693066616535,1.29342937574747e-08,"fixed"
"20","Group1:SNR1:Condition1",-0.0680784210488005,0.0282017096918697,-2.4139820525997,0.0157792395882532,"fixed"
"21","ot1:Group1:SNR1",-0.707193411255615,0.324386038703641,-2.18009817587034,0.0292501849637559,"fixed"
"22","ot1:Group1:Condition1",-0.366982893907052,0.188880871073623,-1.94293308698268,0.0520242435764997,"fixed"
"23","ot1:SNR1:Condition1",0.478712512225036,0.188804701366303,2.53549042349469,0.011228999865315,"fixed"
"24","ot2:Group1:SNR1",-0.340705878991587,0.278249878162109,-1.22446011923531,0.220778702008012,"fixed"
"25","ot2:Group1:Condition1",-0.37891547503565,0.125062492335687,-3.02980908151568,0.00244708373275392,"fixed"
"26","ot2:SNR1:Condition1",0.545538523145476,0.124958236538201,4.36576682145079,1.26677561379198e-05,"fixed"
"27","ot3:Group1:SNR1",0.186395520989444,0.107871232657223,1.72794466511515,0.0839981455192431,"fixed"
"28","ot3:Group1:Condition1",-0.180741916837161,0.107650594712206,-1.67896812200953,0.0931582566777435,"fixed"
"29","ot3:SNR1:Condition1",-0.0611787153311517,0.107591221870903,-0.568621810100447,0.569612820456104,"fixed"
"30","ot1:Group1:SNR1:Condition1",-0.549139246636337,0.18882799077022,-2.90814536762493,0.00363579286452715,"fixed"
"31","ot2:Group1:SNR1:Condition1",-0.0287671207794602,0.124973098134279,-0.230186505807442,0.817946847150137,"fixed"
"32","ot3:Group1:SNR1:Condition1",-0.0443735002988755,0.107613464242988,-0.412341528181654,0.680089114150314,"fixed"
"33","sd_(Intercept).Subject:Condition",0.347293154918126,NA,NA,NA,"Subject:Condition"
"34","sd_ot1.Subject:Condition",2.28244707364256,NA,NA,NA,"Subject:Condition"
"35","sd_ot2.Subject:Condition",1.44025037527366,NA,NA,NA,"Subject:Condition"
"36","sd_ot3.Subject:Condition",1.2260463881881,NA,NA,NA,"Subject:Condition"
"37","cor_(Intercept).ot1.Subject:Condition",0.4183144642992,NA,NA,NA,"Subject:Condition"
"38","cor_(Intercept).ot2.Subject:Condition",-0.0195044268642163,NA,NA,NA,"Subject:Condition"
"39","cor_(Intercept).ot3.Subject:Condition",0.167797400109523,NA,NA,NA,"Subject:Condition"
"40","cor_ot1.ot2.Subject:Condition",0.244698460978144,NA,NA,NA,"Subject:Condition"
"41","cor_ot1.ot3.Subject:Condition",-0.177662556197732,NA,NA,NA,"Subject:Condition"
"42","cor_ot2.ot3.Subject:Condition",-0.115105731766772,NA,NA,NA,"Subject:Condition"
"43","sd_(Intercept).Subject",1.29717510448488,NA,NA,NA,"Subject"
"44","sd_ot1.Subject",2.33793335907361,NA,NA,NA,"Subject"
"45","sd_ot2.Subject",2.20879873678429,NA,NA,NA,"Subject"
"46","cor_(Intercept).ot1.Subject",-0.00535579068749023,NA,NA,NA,"Subject"
"47","cor_(Intercept).ot2.Subject",-0.796725345989157,NA,NA,NA,"Subject"
"48","cor_ot1.ot2.Subject",0.316991584198618,NA,NA,NA,"Subject"
