"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-0.8132298828308,0.14300240475349,-5.6868266252771,1.29421728192438e-08
"2","fixed",NA,"ot1",8.6962155116963,0.330174139613879,26.3382696230118,6.99394748714858e-153
"3","fixed",NA,"ot2",1.07377634893597,0.151397870873732,7.09241380172061,1.31792731546598e-12
"4","fixed",NA,"ot3",-1.53559298116659,0.128155587748458,-11.9822553830476,4.4018289533057e-33
"5","fixed",NA,"Group1",-0.258747220344409,0.142980213296205,-1.80967152292866,0.0703467411521976
"6","fixed",NA,"SNR1",0.0515055664797722,0.142980608294398,0.360227635720516,0.718676909720283
"7","fixed",NA,"Condition1",0.203860059638799,0.0226482848344169,9.0011257421581,2.23414892040631e-19
"8","fixed",NA,"Group1:SNR1",-0.182079989267278,0.142992227131166,-1.27335585241467,0.202891795689672
"9","fixed",NA,"Group1:Condition1",-0.0417379582424768,0.0226562594059743,-1.84222635760742,0.0654420465329265
"10","fixed",NA,"SNR1:Condition1",0.00349562181192701,0.0226488519848453,0.154339911544566,0.877341729449084
"11","fixed",NA,"ot1:Group1",-0.642643565397376,0.328379747721592,-1.95701339639929,0.0503458933532193
"12","fixed",NA,"ot1:SNR1",0.700451396097216,0.328250771347543,2.13389108949144,0.0328516970498635
"13","fixed",NA,"ot1:Condition1",0.907679186890169,0.186019801356289,4.87947616475336,1.06367976734036e-06
"14","fixed",NA,"ot2:Group1",-0.175862618238276,0.1479812001595,-1.18841189319132,0.234671173052627
"15","fixed",NA,"ot2:SNR1",-0.21462522642417,0.147645950745327,-1.45364790121725,0.146043949233868
"16","fixed",NA,"ot2:Condition1",-0.50451654228506,0.127394747401917,-3.9602617264381,7.48676627619796e-05
"17","fixed",NA,"ot3:Group1",0.0346208443749962,0.127899345934133,0.270688205026675,0.786630849278803
"18","fixed",NA,"ot3:SNR1",-0.0541868721640551,0.127860757972504,-0.423795956032952,0.671714627614959
"19","fixed",NA,"ot3:Condition1",-0.385865653565193,0.127782818705696,-3.01969902897434,0.00253025985502853
"20","fixed",NA,"Group1:SNR1:Condition1",-0.0348491003990609,0.0226455182064244,-1.53889613306241,0.12382965537184
"21","fixed",NA,"ot1:Group1:SNR1",-0.317262472792768,0.329460460506137,-0.962975867590819,0.335559633994091
"22","fixed",NA,"ot1:Group1:Condition1",0.136250180141014,0.18614309222285,0.731964740211234,0.464190089280187
"23","fixed",NA,"ot1:SNR1:Condition1",0.0663765562081684,0.186022071933333,0.356820862805768,0.721225916770272
"24","fixed",NA,"ot2:Group1:SNR1",-0.274761909821083,0.149818415979731,-1.83396619183489,0.0666590128158909
"25","fixed",NA,"ot2:Group1:Condition1",-0.0821014241504114,0.127448172715069,-0.644194596135659,0.519449254645141
"26","fixed",NA,"ot2:SNR1:Condition1",-0.0207240087667982,0.127392765351883,-0.162678066604133,0.870771917236783
"27","fixed",NA,"ot3:Group1:SNR1",-0.412031174264831,0.127930058882976,-3.22075341684739,0.00127854101277884
"28","fixed",NA,"ot3:Group1:Condition1",-0.032652975552608,0.127837827795163,-0.255424987390497,0.798394873547838
"29","fixed",NA,"ot3:SNR1:Condition1",0.307569612902346,0.127768279576304,2.40724547534244,0.0160733618786505
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-0.136539498138694,0.185898786974137,-0.734482996694806,0.462654419392105
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.18380021454628,0.12731430804371,-1.44367288618633,0.148831011816758
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.0413822452057154,0.127742075442842,0.323951564605913,0.745974704243392
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.274995342625138,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.106968614488352,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.171476303149411,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.234207463089184,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",2.24096340824061,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",-0.160596682816093,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.408211003728341,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",1.4840567898272,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",-0.158396644510474,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",1.49652609185366,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.2609810234877,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",0.601319681979397,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",0.303452116646264,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",2.39458148184672,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",0.314970876922113,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.638134783367578,NA,NA,NA
