"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-1.57750965774669,0.128809963661716,-12.2467984067567,1.74759738529828e-34
"2","fixed",NA,"ot1",3.64091769659669,0.212466399656499,17.1364399381882,7.93635346961439e-66
"3","fixed",NA,"ot2",1.78433443261782,0.158857286237917,11.2323109306139,2.82978997734454e-29
"4","fixed",NA,"ot3",0.57032440105933,0.111638230417315,5.10868363756215,3.24411009529864e-07
"5","fixed",NA,"Group1",-0.20101781493251,0.128751896101222,-1.56128042397507,0.118457600402983
"6","fixed",NA,"SNR1",0.0200797486120342,0.12875069868589,0.15595836618349,0.876065838547971
"7","fixed",NA,"Condition1",0.133190257243321,0.0226492515046587,5.88055888804649,4.08883502200638e-09
"8","fixed",NA,"Group1:SNR1",-0.144327226838636,0.128785427899656,-1.12067979423176,0.262424186005073
"9","fixed",NA,"Group1:Condition1",-0.0538782578371664,0.0226339242921579,-2.38042052017616,0.0172928910684268
"10","fixed",NA,"SNR1:Condition1",-0.0021836531377964,0.0226402993975548,-0.0964498348476893,0.923163314091367
"11","fixed",NA,"ot1:Group1",-0.17433578630715,0.207948192100019,-0.838361634917691,0.401827629529523
"12","fixed",NA,"ot1:SNR1",0.62767969719209,0.207724675970748,3.02169058278122,0.0025136734753804
"13","fixed",NA,"ot1:Condition1",0.928023684586182,0.181996530002428,5.09912845356889,3.4122094100964e-07
"14","fixed",NA,"ot2:Group1",-0.233122006398587,0.153321014817402,-1.52048306408763,0.128389612057865
"15","fixed",NA,"ot2:SNR1",0.360651198771042,0.15304775774253,2.35646182662643,0.0184499638351149
"16","fixed",NA,"ot2:Condition1",0.518129588933896,0.124051380669138,4.17673375450629,2.95724825167158e-05
"17","fixed",NA,"ot3:Group1",-0.0299018514600939,0.111083172333074,-0.269184349276915,0.787787823390963
"18","fixed",NA,"ot3:SNR1",-0.293674902679844,0.111080861090962,-2.64379389748661,0.00819825586992835
"19","fixed",NA,"ot3:Condition1",-0.039954682678752,0.11106821706745,-0.359731016970302,0.719048294515973
"20","fixed",NA,"Group1:SNR1:Condition1",-0.0222266793111301,0.0226328753762024,-0.982052829862733,0.326073822178358
"21","fixed",NA,"ot1:Group1:SNR1",-0.111193063368461,0.209836434684805,-0.529903510491322,0.596178832096494
"22","fixed",NA,"ot1:Group1:Condition1",0.064309037948937,0.181907144042918,0.353526730834521,0.723693592566264
"23","fixed",NA,"ot1:SNR1:Condition1",0.216397943350578,0.181941104850003,1.18938457326058,0.234288368566517
"24","fixed",NA,"ot2:Group1:SNR1",0.165758121508314,0.155339577078856,1.06706947852812,0.285940463029517
"25","fixed",NA,"ot2:Group1:Condition1",0.0238090258253322,0.123958121762503,0.192073141209326,0.847684913392137
"26","fixed",NA,"ot2:SNR1:Condition1",-0.149315089813392,0.123968049594853,-1.2044642978685,0.228410173257994
"27","fixed",NA,"ot3:Group1:SNR1",0.0667540324755356,0.111132264039086,0.600671938547548,0.548058512881183
"28","fixed",NA,"ot3:Group1:Condition1",-0.0661097573051941,0.111000498019817,-0.595580726974683,0.55145535506648
"29","fixed",NA,"ot3:SNR1:Condition1",-0.12994702725865,0.111019540420441,-1.17048788678578,0.241804686019734
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",0.0695424281628607,0.181904746169553,0.382301339724474,0.702237861070937
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.0160394682774448,0.123945411862376,-0.129407519297724,0.897035198172091
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",-0.112021639433544,0.110998842811063,-1.00921448004843,0.312871783667765
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.270857919976634,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",-0.259064271592595,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.287552233183775,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",0.427112296344276,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",2.18658415516889,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",-0.124017539537282,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.542522399374384,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",1.42806890140676,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",-0.167504948428463,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",1.26326152842774,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.13089540773589,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",0.488549707657068,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",0.716426563606956,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",0.879168585871408,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",0.958745689437822,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.786076608608362,NA,NA,NA
