"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",1.66520560722707,0.131452680849422,12.6677188815537,8.92728121449618e-37
"2","fixed",NA,"ot1",8.06174481311473,0.564906396941529,14.2709391445414,3.32076228725326e-46
"3","fixed",NA,"ot2",0.519277600745742,0.295088473252575,1.75973529234155,0.0784526989351661
"4","fixed",NA,"ot3",-0.0378834439434015,0.128004427513974,-0.295954168767059,0.76726508227713
"5","fixed",NA,"Group1",-0.606722590086261,0.131310419635746,-4.62052129426823,3.82777052272334e-06
"6","fixed",NA,"SNR1",0.553909548799224,0.131336496143556,4.21748383018974,2.4704352899131e-05
"7","fixed",NA,"Condition1",0.43982243765612,0.0509533850176283,8.63185905124763,6.03627404427524e-18
"8","fixed",NA,"Group1:SNR1",-0.373926286510317,0.131344993551588,-2.84690170823642,0.00441469909613449
"9","fixed",NA,"Group1:Condition1",-0.138339065612078,0.0507899184712493,-2.72375049568917,0.00645452475500901
"10","fixed",NA,"SNR1:Condition1",0.21919043985505,0.0508811022793617,4.30789487719015,1.64815679393177e-05
"11","fixed",NA,"ot1:Group1",-1.51904171648783,0.559987040798003,-2.71263726803951,0.00667501289151745
"12","fixed",NA,"ot1:SNR1",2.47863989904436,0.560704415170912,4.42058209634185,9.84353789649959e-06
"13","fixed",NA,"ot1:Condition1",1.50163716564963,0.304631817158138,4.9293510430334,8.25032122185857e-07
"14","fixed",NA,"ot2:Group1",-0.021549941476178,0.28926586386522,-0.0744987368651939,0.940613546211308
"15","fixed",NA,"ot2:SNR1",-0.426508205812991,0.290107094755083,-1.47017502682264,0.141514356495221
"16","fixed",NA,"ot2:Condition1",0.373756891947307,0.18134025467991,2.06108066081101,0.0392953454914729
"17","fixed",NA,"ot3:Group1",0.0201585349201332,0.123908888354463,0.162688368750966,0.870763805369901
"18","fixed",NA,"ot3:SNR1",-0.244887121162711,0.124669159907222,-1.96429591203594,0.0494957854964258
"19","fixed",NA,"ot3:Condition1",-0.142720525107924,0.1234075573598,-1.15649744765482,0.247477742962394
"20","fixed",NA,"Group1:SNR1:Condition1",-0.222987486511323,0.0509226141696246,-4.37894813821903,1.19253504621225e-05
"21","fixed",NA,"ot1:Group1:SNR1",-0.695319977197093,0.561076124074662,-1.23926138960881,0.21524871246306
"22","fixed",NA,"ot1:Group1:Condition1",-0.569341676738841,0.300975042232372,-1.89165743616466,0.058536637887123
"23","fixed",NA,"ot1:SNR1:Condition1",1.31036934075257,0.302935602834746,4.32557061134669,1.52137523283597e-05
"24","fixed",NA,"ot2:Group1:SNR1",0.021811066514557,0.29059889903069,0.0750555717427324,0.940170496681416
"25","fixed",NA,"ot2:Group1:Condition1",0.25635732693278,0.177926665355593,1.44080330185721,0.149640260384713
"26","fixed",NA,"ot2:SNR1:Condition1",-0.00558660072730646,0.179516949154227,-0.0311201853286114,0.975173691900589
"27","fixed",NA,"ot3:Group1:SNR1",-0.021436631120846,0.124645436438853,-0.171980874176345,0.863452565154904
"28","fixed",NA,"ot3:Group1:Condition1",0.00517475618643547,0.122432920157906,0.0422660521350093,0.96628660756249
"29","fixed",NA,"ot3:SNR1:Condition1",0.158732583936454,0.122773152033596,1.29289328576509,0.196047970029276
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-1.09460275656221,0.3042535519655,-3.59766631972248,0.000321085175150058
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.273326187099575,0.18101356811662,-1.5099762406953,0.131049486850981
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.00740135333675568,0.123389489726745,0.0599836611136535,0.952168647798646
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.622639903003529,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.715772093892191,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",0.0534459746437558,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.108878700052139,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",3.48062941231828,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",0.345723547061672,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.359600554189834,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",1.93123625433416,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",-0.0874380782414451,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",1.32847000251773,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.08136651356558,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",-0.364798584251093,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",0.41372571091018,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",4.20240895088782,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",-0.418278578802693,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",2.00285425769841,NA,NA,NA
