"","effect","group","term","estimate","std.error","statistic","p.value"
"1","fixed",NA,"(Intercept)",-0.292445829750885,0.150764430973606,-1.93975348072705,0.0524096566163302
"2","fixed",NA,"ot1",2.36462243890224,0.135961226427479,17.3918881215999,9.5050735818874e-68
"3","fixed",NA,"ot2",-0.233158016124679,0.0608593471618599,-3.83109624072336,0.000127573588980332
"4","fixed",NA,"ot3",0.0271599805885805,0.0407131817980705,0.667105330241412,0.504704855670753
"5","fixed",NA,"Group1",-0.277559934257814,0.150748073440486,-1.84121712419358,0.0655897468873084
"6","fixed",NA,"SNR1",0.119472802773559,0.150745528679585,0.792546245451185,0.428042237940853
"7","fixed",NA,"Condition1",0.338174473074275,0.0314069152026911,10.7675163540194,4.90042243890281e-27
"8","fixed",NA,"Group1:SNR1",-0.120627931777637,0.150758787164823,-0.800138645621737,0.423630472690899
"9","fixed",NA,"Group1:Condition1",-0.0231640742659402,0.0314085195607984,-0.737509267862842,0.460812709290289
"10","fixed",NA,"SNR1:Condition1",-0.0275143057368065,0.0314063872424557,-0.87607356823303,0.380990040885536
"11","fixed",NA,"ot1:Group1",-0.0642595472846934,0.134682283238016,-0.477119527080866,0.633277010441241
"12","fixed",NA,"ot1:SNR1",-0.204827857672529,0.134320670171694,-1.52491688293924,0.127279830303009
"13","fixed",NA,"ot1:Condition1",-0.154820918626268,0.0843771651513556,-1.83486750649362,0.0665253232327924
"14","fixed",NA,"ot2:Group1",0.0208350760448071,0.0591422510908558,0.35228750445768,0.724622658258116
"15","fixed",NA,"ot2:SNR1",0.146002935607516,0.0584250600984693,2.49897792764686,0.0124552068435346
"16","fixed",NA,"ot2:Condition1",-0.163549246448161,0.0492591389523431,-3.32018078120265,0.000899591735242421
"17","fixed",NA,"ot3:Group1",-0.0698553169521885,0.0405135090635115,-1.72424750575614,0.0846631714207883
"18","fixed",NA,"ot3:SNR1",0.066693286506248,0.0405475068095717,1.64481843037768,0.100007260252511
"19","fixed",NA,"ot3:Condition1",0.0443102084214658,0.0404846080574748,1.09449518094778,0.273737859772951
"20","fixed",NA,"Group1:SNR1:Condition1",-0.0332775474354412,0.0314043537298318,-1.0596475801325,0.289304958910466
"21","fixed",NA,"ot1:Group1:SNR1",-0.0498226137261903,0.135280643740943,-0.368290779437734,0.712656427058159
"22","fixed",NA,"ot1:Group1:Condition1",0.160120453901235,0.0843478999590335,1.89833361564429,0.0576521484190387
"23","fixed",NA,"ot1:SNR1:Condition1",-0.188140705805075,0.0843298194907253,-2.23101041768229,0.0256804389559209
"24","fixed",NA,"ot2:Group1:SNR1",-0.0664743886689061,0.0594590098783644,-1.11798680813712,0.263572627560951
"25","fixed",NA,"ot2:Group1:Condition1",-0.038115394232837,0.0492066408998442,-0.774598581325994,0.438576895872736
"26","fixed",NA,"ot2:SNR1:Condition1",0.0262336756626392,0.0491677901281139,0.533554092919033,0.59365007677501
"27","fixed",NA,"ot3:Group1:SNR1",-0.0243295969054491,0.0405143375659786,-0.600518195955388,0.548160937915019
"28","fixed",NA,"ot3:Group1:Condition1",0.0129634317753822,0.0404666971455311,0.320348155144998,0.748704422404339
"29","fixed",NA,"ot3:SNR1:Condition1",0.0121955365933867,0.0404523974228815,0.301478710047687,0.763049482187324
"30","fixed",NA,"ot1:Group1:SNR1:Condition1",-0.123012312752596,0.0843379454777968,-1.45856425664271,0.144685077418679
"31","fixed",NA,"ot2:Group1:SNR1:Condition1",-0.0430954809150392,0.0491952251668148,-0.876009425079524,0.381024910006605
"32","fixed",NA,"ot3:Group1:SNR1:Condition1",0.00363825419694249,0.0404566345978944,0.0899297292793565,0.928343056313387
"33","ran_pars","Subject:Condition","sd__(Intercept)",0.380558002492569,NA,NA,NA
"34","ran_pars","Subject:Condition","cor__(Intercept).ot1",0.237173181552228,NA,NA,NA
"35","ran_pars","Subject:Condition","cor__(Intercept).ot2",-0.707738003436907,NA,NA,NA
"36","ran_pars","Subject:Condition","cor__(Intercept).ot3",-0.414744583963184,NA,NA,NA
"37","ran_pars","Subject:Condition","sd__ot1",0.930844397673567,NA,NA,NA
"38","ran_pars","Subject:Condition","cor__ot1.ot2",-0.209800244744862,NA,NA,NA
"39","ran_pars","Subject:Condition","cor__ot1.ot3",-0.976752962058577,NA,NA,NA
"40","ran_pars","Subject:Condition","sd__ot2",0.395811712352243,NA,NA,NA
"41","ran_pars","Subject:Condition","cor__ot2.ot3",0.260534385540783,NA,NA,NA
"42","ran_pars","Subject:Condition","sd__ot3",0.202054416395851,NA,NA,NA
"43","ran_pars","Subject","sd__(Intercept)",1.31532729789358,NA,NA,NA
"44","ran_pars","Subject","cor__(Intercept).ot1",0.846171508786678,NA,NA,NA
"45","ran_pars","Subject","cor__(Intercept).ot2",-0.521572412322247,NA,NA,NA
"46","ran_pars","Subject","sd__ot1",0.923470622985205,NA,NA,NA
"47","ran_pars","Subject","cor__ot1.ot2",-0.833922936744523,NA,NA,NA
"48","ran_pars","Subject","sd__ot2",0.271695079051134,NA,NA,NA
