"","term","estimate","std.error","statistic","p.value","group"
"1","(Intercept)",-0.471363055251392,0.137900891213446,-3.41812914408078,0.000630531810121537,"fixed"
"2","ot1",12.3942131432517,0.415569989688416,29.8246106571472,1.87413340179195e-195,"fixed"
"3","ot2",0.782213487699832,0.33546550367358,2.3317255548903,0.0197151335535934,"fixed"
"4","ot3",-2.09000356806563,0.163098208868203,-12.8143870038115,1.36210547780571e-37,"fixed"
"5","Group1",-0.321269921258616,0.137876926007832,-2.33012100400589,0.0197997565986062,"fixed"
"6","SNR1",0.11995249652439,0.137879508796878,0.869980590814998,0.384311011200365,"fixed"
"7","Condition1",0.215945768992662,0.022545888983598,9.57805519000655,9.88894291405742e-22,"fixed"
"8","Group1:SNR1",-0.21854626369314,0.137895590551477,-1.58486767284669,0.11299640277427,"fixed"
"9","Group1:Condition1",-0.0629243154072127,0.0225425783818782,-2.79135395877328,0.00524880381006067,"fixed"
"10","SNR1:Condition1",0.027349844905615,0.0225415261244357,1.21330937198467,0.225011561068851,"fixed"
"11","ot1:Group1",-1.19400404745395,0.414558442255664,-2.88018268535848,0.00397444802273343,"fixed"
"12","ot1:SNR1",1.7784912153234,0.414638428680717,4.28925804340457,1.79270993190346e-05,"fixed"
"13","ot1:Condition1",0.980314788377361,0.244086503204802,4.01625970918524,5.91290933469056e-05,"fixed"
"14","ot2:Group1",-0.377981230281331,0.334380260831469,-1.13039337113215,0.258310506090701,"fixed"
"15","ot2:SNR1",0.588026813288037,0.334378510521202,1.75856639941206,0.0786511842830198,"fixed"
"16","ot2:Condition1",-0.585469068851246,0.161745202637352,-3.61969974567915,0.000294945059092815,"fixed"
"17","ot3:Group1",0.0250622838554525,0.162543716343278,0.154187958902842,0.877461536060379,"fixed"
"18","ot3:SNR1",0.237506810384713,0.162533937250523,1.46127519213806,0.143939935087641,"fixed"
"19","ot3:Condition1",-0.0427221454609837,0.162006355596693,-0.26370660153197,0.792006008266444,"fixed"
"20","Group1:SNR1:Condition1",-0.0553542553873487,0.0225423955010143,-2.45556224869082,0.0140664388561595,"fixed"
"21","ot1:Group1:SNR1",-0.643350608332774,0.415124093023667,-1.54977901582815,0.121194565267796,"fixed"
"22","ot1:Group1:Condition1",-0.146986449949672,0.244068231828606,-0.602235075201805,0.547017670985998,"fixed"
"23","ot1:SNR1:Condition1",0.540374106503069,0.244058626406955,2.21411598704167,0.0268208011497742,"fixed"
"24","ot2:Group1:SNR1",-0.222583334193996,0.335128947164998,-0.664172212149757,0.506580096349412,"fixed"
"25","ot2:Group1:Condition1",-0.348521370885665,0.161784539686388,-2.15423161917238,0.0312220123832798,"fixed"
"26","ot2:SNR1:Condition1",0.241883311032807,0.161784991144922,1.49509116588037,0.134890651110162,"fixed"
"27","ot3:Group1:SNR1",-0.206093157396929,0.162789437446359,-1.26601062470554,0.205509278433895,"fixed"
"28","ot3:Group1:Condition1",-0.129500786068009,0.161975763909826,-0.799507178988234,0.423996385617395,"fixed"
"29","ot3:SNR1:Condition1",0.231712816798468,0.161995273771495,1.43036775952682,0.15261149649404,"fixed"
"30","ot1:Group1:SNR1:Condition1",-0.38675984812052,0.244022843301072,-1.58493296319534,0.112981566155534,"fixed"
"31","ot2:Group1:SNR1:Condition1",-0.253188065068902,0.161715961996083,-1.56563435015174,0.117434243510102,"fixed"
"32","ot3:Group1:SNR1:Condition1",0.120140181695292,0.16198717516976,0.741664774198246,0.458290467455159,"fixed"
"33","sd_(Intercept).Subject:Condition",0.276390227042919,NA,NA,NA,"Subject:Condition"
"34","sd_ot1.Subject:Condition",3.00180192834039,NA,NA,NA,"Subject:Condition"
"35","sd_ot2.Subject:Condition",1.93026505965119,NA,NA,NA,"Subject:Condition"
"36","sd_ot3.Subject:Condition",1.94956558509706,NA,NA,NA,"Subject:Condition"
"37","cor_(Intercept).ot1.Subject:Condition",0.400201700103204,NA,NA,NA,"Subject:Condition"
"38","cor_(Intercept).ot2.Subject:Condition",-0.0575372422605355,NA,NA,NA,"Subject:Condition"
"39","cor_(Intercept).ot3.Subject:Condition",-0.28562869970369,NA,NA,NA,"Subject:Condition"
"40","cor_ot1.ot2.Subject:Condition",0.0717081470546238,NA,NA,NA,"Subject:Condition"
"41","cor_ot1.ot3.Subject:Condition",-0.328246684785179,NA,NA,NA,"Subject:Condition"
"42","cor_ot2.ot3.Subject:Condition",-0.136054902687756,NA,NA,NA,"Subject:Condition"
"43","sd_(Intercept).Subject",1.21566503397676,NA,NA,NA,"Subject"
"44","sd_ot1.Subject",2.99011333179445,NA,NA,NA,"Subject"
"45","sd_ot2.Subject",2.60536418804761,NA,NA,NA,"Subject"
"46","cor_(Intercept).ot1.Subject",-0.0765450141581746,NA,NA,NA,"Subject"
"47","cor_(Intercept).ot2.Subject",-0.77218940921289,NA,NA,NA,"Subject"
"48","cor_ot1.ot2.Subject",0.394572461379858,NA,NA,NA,"Subject"
