"","term","estimate","std.error","statistic","p.value","group"
"1","(Intercept)",-0.492661378168729,0.150029447242905,-3.28376453571202,0.00102430463461152,"fixed"
"2","ot1",6.84381878524098,0.250445051519954,27.326628111459,2.04759435741047e-164,"fixed"
"3","ot2",-0.69124772537234,0.135560148911421,-5.09919567751449,3.41099791930992e-07,"fixed"
"4","ot3",-0.559398246592583,0.0913278938153781,-6.12516311526271,9.05907519670333e-10,"fixed"
"5","Group1",-0.284410989985902,0.150005577359794,-1.89600276864194,0.0579596784247173,"fixed"
"6","SNR1",0.0867003511140678,0.150003126589148,0.577990293172598,0.563270672730477,"fixed"
"7","Condition1",0.254665360639751,0.0261003533042336,9.7571614326938,1.71899208372484e-22,"fixed"
"8","Group1:SNR1",-0.192113683056944,0.150020352565814,-1.2805841325607,0.200339776283263,"fixed"
"9","Group1:Condition1",-0.030031216750425,0.0261113746582541,-1.15012009683419,0.250094410102236,"fixed"
"10","SNR1:Condition1",0.008692324509041,0.0261053495337565,0.332971006490492,0.739156169019453,"fixed"
"11","ot1:Group1",-0.520536798398898,0.248369785150569,-2.09581370005749,0.0360987205636825,"fixed"
"12","ot1:SNR1",0.371741527650149,0.248138800029435,1.49811930905627,0.134102255190286,"fixed"
"13","ot1:Condition1",0.480846443064488,0.155535947442768,3.09154540137046,0.00199117529929239,"fixed"
"14","ot2:Group1",-0.014232241969635,0.1325857738851,-0.107343658015443,0.914516350519314,"fixed"
"15","ot2:SNR1",-0.246594139401326,0.132096953947434,-1.8667662806173,0.0619342332366255,"fixed"
"16","ot2:Condition1",-0.696693609395484,0.107759555132064,-6.46526063087077,1.01124361576518e-10,"fixed"
"17","ot3:Group1",-0.109718010714817,0.0910626489587242,-1.20486293743276,0.228256218451441,"fixed"
"18","ot3:SNR1",0.416564548969078,0.0910401502753461,4.57561359146707,4.7482624437197e-06,"fixed"
"19","ot3:Condition1",0.241774084237932,0.0909606257437278,2.65800814650402,0.0078603992968839,"fixed"
"20","Group1:SNR1:Condition1",-0.0302532917172727,0.0260990148852218,-1.15917370254473,0.246385388386755,"fixed"
"21","ot1:Group1:SNR1",-0.209973688767365,0.249659141506833,-0.841041459567857,0.400324708483856,"fixed"
"22","ot1:Group1:Condition1",0.0320310319617165,0.155563609534163,0.205903116144154,0.836866591274851,"fixed"
"23","ot1:SNR1:Condition1",-0.0758893944754065,0.155531263066598,-0.487936592162251,0.625594754624329,"fixed"
"24","ot2:Group1:SNR1",-0.440427065962082,0.134118308545845,-3.28386982163238,0.00102392206294475,"fixed"
"25","ot2:Group1:Condition1",-0.0244503399830319,0.107770966204532,-0.226873163005971,0.820522370769565,"fixed"
"26","ot2:SNR1:Condition1",0.23112742003089,0.107737317606838,2.1452865651838,0.0319299419985333,"fixed"
"27","ot3:Group1:SNR1",-0.0972483847113528,0.0910741170340606,-1.06779387907745,0.285613499726872,"fixed"
"28","ot3:Group1:Condition1",-0.129796877570418,0.0909708393198989,-1.42679652667584,0.153638552644039,"fixed"
"29","ot3:SNR1:Condition1",0.203766197597497,0.0909451914452523,2.24053844254274,0.0250559879695647,"fixed"
"30","ot1:Group1:SNR1:Condition1",-0.250529097906501,0.155488294395789,-1.61124089038362,0.107127228591634,"fixed"
"31","ot2:Group1:SNR1:Condition1",-0.0214802914089273,0.10768762861121,-0.199468515426954,0.84189626951353,"fixed"
"32","ot3:Group1:SNR1:Condition1",0.0703740121861706,0.090921797356399,0.774005950523786,0.438927272359859,"fixed"
"33","sd_(Intercept).Subject:Condition",0.317841159382427,NA,NA,NA,"Subject:Condition"
"34","sd_ot1.Subject:Condition",1.85273919167994,NA,NA,NA,"Subject:Condition"
"35","sd_ot2.Subject:Condition",1.22850393228053,NA,NA,NA,"Subject:Condition"
"36","sd_ot3.Subject:Condition",1.00567418243773,NA,NA,NA,"Subject:Condition"
"37","cor_(Intercept).ot1.Subject:Condition",0.166068701148794,NA,NA,NA,"Subject:Condition"
"38","cor_(Intercept).ot2.Subject:Condition",-0.285393153012645,NA,NA,NA,"Subject:Condition"
"39","cor_(Intercept).ot3.Subject:Condition",-0.383634760271013,NA,NA,NA,"Subject:Condition"
"40","cor_ot1.ot2.Subject:Condition",-0.304972924962785,NA,NA,NA,"Subject:Condition"
"41","cor_ot1.ot3.Subject:Condition",-0.388207353530355,NA,NA,NA,"Subject:Condition"
"42","cor_ot2.ot3.Subject:Condition",0.0656440553791714,NA,NA,NA,"Subject:Condition"
"43","sd_(Intercept).Subject",1.31832244415555,NA,NA,NA,"Subject"
"44","sd_ot1.Subject",1.70730275039343,NA,NA,NA,"Subject"
"45","sd_ot2.Subject",0.658393093211827,NA,NA,NA,"Subject"
"46","cor_(Intercept).ot1.Subject",0.773359585643805,NA,NA,NA,"Subject"
"47","cor_(Intercept).ot2.Subject",-0.511938200799324,NA,NA,NA,"Subject"
"48","cor_ot1.ot2.Subject",-0.273444869585411,NA,NA,NA,"Subject"
